Time,Learning rate,Train loss,Validation loss,MAE_energy_U0
9.38822317123413,0.001,34726825.86,2858652.6,1398.6371953125
18.73713254928589,0.001,2595815.4625,1782775.4765625,1073.57453515625
28.049945831298828,0.001,750809.04875,431007.5484375,519.24577734375
